GAME STATS
YELLOW vs. PURPLE
4/5/26, 10:56 AM
Regular Season

,1,2,Total
YELLOW,46,29,75
PURPLE,40,46,86

VISITORS:  YELLOW
Player Name,No.,2FGM,2FGA,2FG%,3FGM,3FGA,3FG%,FGM,FGA,FG%,FTM,FTA,FT%,Points,Assists,Off Reb,Def Reb,Fouls,Block,Deflection,Steal,T-over,Chrg Tkn,Foul Rcd,Eff,TS%,Charge  Taken,Airball
Alex Philo,1,3,5,60%,5,8,63%,8,13,62%,0,0,0%,21,1,0,3,4,0,0,0,0,0,0,20,80%,0,0,
Bela Dobkowski,3,0,1,0%,0,1,0%,0,2,0%,0,0,0%,0,0,0,3,2,0,0,2,0,0,0,3,0%,0,0,
Braden Elnicki,6,0,0,0%,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,
Cam Perta,0,0,0,0%,1,3,33%,1,3,33%,0,0,0%,3,4,0,0,3,0,0,0,0,0,0,5,50%,0,0,
Drew Pelkey,8,1,2,50%,2,7,29%,3,9,33%,0,0,0%,8,0,1,2,0,0,0,0,1,0,0,4,44%,0,1,
Dylan Mackie,5,3,4,75%,2,5,40%,5,9,56%,1,3,33%,13,5,0,2,3,0,1,2,2,0,0,14,62%,0,0,
Graden Conger,7,0,1,0%,1,4,25%,1,5,20%,0,0,0%,3,0,0,3,0,0,0,0,2,0,0,0,30%,0,1,
Kam Strickland,2,2,3,67%,0,0,0%,2,3,67%,0,0,0%,4,0,0,3,4,0,0,0,0,0,0,6,66%,0,0,
Logan Letourneau,4,2,3,67%,5,13,38%,7,16,44%,4,4,100%,23,3,0,10,2,0,0,0,2,0,0,25,64%,0,0,
Team Events,,0,0,0%,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,
Totals,,11,19,58%,16,41,39%,27,60,45%,5,7,71%,75,13,1,26,18,0,1,4,7,0,0,77,59%,0,2,

HOME:  PURPLE
Player Name,No.,2FGM,2FGA,2FG%,3FGM,3FGA,3FG%,FGM,FGA,FG%,FTM,FTA,FT%,Points,Assists,Off Reb,Def Reb,Fouls,Block,Deflection,Steal,T-over,Chrg Tkn,Foul Rcd,Eff,TS%,Charge  Taken,Airball
Brandon Huestis ,6,0,0,0%,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,
Brock Carpenter ,8,0,0,0%,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,
Jimmy Warden ,7,4,6,67%,2,8,25%,6,14,43%,2,5,40%,16,11,0,3,3,0,1,3,2,0,0,20,49%,0,0,
Kaleb Swetty,4,2,4,50%,5,10,50%,7,14,50%,1,3,33%,20,4,1,3,0,0,0,1,3,0,0,17,65%,0,0,
Mark Nigolian,2,0,1,0%,0,0,0%,0,1,0%,0,0,0%,0,0,0,0,1,0,0,0,0,0,0,-1,0%,0,0,
Peter SUB,55,6,9,67%,1,3,33%,7,12,58%,2,3,67%,17,1,1,6,1,0,0,1,1,0,0,19,63%,0,0,
Sub Stan,00,5,6,83%,1,2,50%,6,8,75%,2,3,67%,15,0,2,3,1,0,0,1,2,0,0,16,80%,0,0,
Tim Lemieux,5,0,0,0%,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,
Tre Grubbs ,1,0,0,0%,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,
Trevis Buckhannon,1,3,6,50%,2,3,67%,5,9,56%,6,8,75%,18,3,2,16,0,2,1,1,0,0,0,36,71%,0,0,
Team Events,,0,0,0%,0,0,0%,0,0,0%,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,
Totals,,20,32,63%,11,26,42%,31,58,53%,13,22,59%,86,19,6,31,6,2,2,7,8,0,0,107,63%,0,0,

